id,ciudad,fecha,monto_venta
1448,Manizales,2025-03-25,41539948
1449,Santa Marta,2025-03-25,26458639
1450,Cúcuta,2025-03-25,11617590
1451,Bogotá,2025-03-26,17125151
1452,Medellín,2025-03-26,49698354
1453,Cali,2025-03-26,9062328
1454,Barranquilla,2025-03-26,46803977
1455,Cartagena,2025-03-26,27533310
1456,Bucaramanga,2025-03-26,9284115
1457,Pereira,2025-03-26,35253400
1458,Manizales,2025-03-26,23582307
1459,Santa Marta,2025-03-26,46939801
1460,Cúcuta,2025-03-26,7778424
1461,Bogotá,2025-03-27,15225845
1462,Medellín,2025-03-27,18785035
1463,Cali,2025-03-27,28494839
1464,Barranquilla,2025-03-27,39161207
1465,Cartagena,2025-03-27,23470038
1466,Bucaramanga,2025-03-27,12669015
1467,Pereira,2025-03-27,13205991
1468,Manizales,2025-03-27,30827449
1469,Santa Marta,2025-03-27,29540656
1470,Cúcuta,2025-03-27,19431342
1471,Bogotá,2025-03-28,37753516
1472,Medellín,2025-03-28,44095717
1473,Cali,2025-03-28,42351855
1474,Barranquilla,2025-03-28,38620531
1475,Cartagena,2025-03-28,14055586
1476,Bucaramanga,2025-03-28,43536554
1477,Pereira,2025-03-28,9954950
1478,Manizales,2025-03-28,16913877
1479,Santa Marta,2025-03-28,23928326
1480,Cúcuta,2025-03-28,24186060
1481,Bogotá,2025-03-29,28072204
1482,Medellín,2025-03-29,10613650
1483,Cali,2025-03-29,47556127
1484,Barranquilla,2025-03-29,43103896
1485,Cartagena,2025-03-29,38276484
1486,Bucaramanga,2025-03-29,25167500
1487,Pereira,2025-03-29,47798625
1488,Manizales,2025-03-29,37825902
1489,Santa Marta,2025-03-29,10332745
1490,Cúcuta,2025-03-29,33457074
1491,Bogotá,2025-03-30,37118072
1492,Medellín,2025-03-30,31300349
1493,Cali,2025-03-30,28558216
1494,Barranquilla,2025-03-30,26088129
1495,Cartagena,2025-03-30,25197108
1496,Bucaramanga,2025-03-30,37217956
1497,Pereira,2025-03-30,14111436
1498,Manizales,2025-03-30,20150232
1499,Santa Marta,2025-03-30,41849110
1500,Cúcuta,2025-03-30,49294881
1501,Bogotá,2025-03-31,30719102
1502,Medellín,2025-03-31,19879129
1503,Cali,2025-03-31,48508474
1504,Barranquilla,2025-03-31,29219898
1505,Cartagena,2025-03-31,37322865
1506,Bucaramanga,2025-03-31,31355316
1507,Pereira,2025-03-31,48977533
1508,Manizales,2025-03-31,11966506
1509,Santa Marta,2025-03-31,33671142
1510,Cúcuta,2025-03-31,38952640
1511,Bogotá,2025-04-01,10356691
1512,Medellín,2025-04-01,40258051
1513,Cali,2025-04-01,28606578
1514,Barranquilla,2025-04-01,21145065
1515,Cartagena,2025-04-01,28227556
1516,Bucaramanga,2025-04-01,26036888
1517,Pereira,2025-04-01,45431822
1518,Manizales,2025-04-01,46284977
1519,Santa Marta,2025-04-01,42670752
1520,Cúcuta,2025-04-01,33628385
1521,Bogotá,2025-04-02,23838495
1522,Medellín,2025-04-02,40516860
1523,Cali,2025-04-02,25328990
1524,Barranquilla,2025-04-02,8864802
1525,Cartagena,2025-04-02,44496115
1526,Bucaramanga,2025-04-02,8821884
1527,Pereira,2025-04-02,48700822
1528,Manizales,2025-04-02,28696686
1529,Santa Marta,2025-04-02,6747201
1530,Cúcuta,2025-04-02,40390772
1531,Bogotá,2025-04-03,44631847
1532,Medellín,2025-04-03,45850148
1533,Cali,2025-04-03,12484158
1534,Barranquilla,2025-04-03,14818970
1535,Cartagena,2025-04-03,39979300
1536,Bucaramanga,2025-04-03,18603337
1537,Pereira,2025-04-03,11959577
1538,Manizales,2025-04-03,39024560
1539,Santa Marta,2025-04-03,24275106
1540,Cúcuta,2025-04-03,43530220
1541,Bogotá,2025-04-04,21920589
1542,Medellín,2025-04-04,28767441
1543,Cali,2025-04-04,26993169
1544,Barranquilla,2025-04-04,13045024
1545,Cartagena,2025-04-04,42775342
1546,Bucaramanga,2025-04-04,16830587
1547,Pereira,2025-04-04,14773580
1548,Manizales,2025-04-04,45854329
1549,Santa Marta,2025-04-04,9952413
1550,Cúcuta,2025-04-04,35750120
1551,Bogotá,2025-04-05,23902749
1552,Medellín,2025-04-05,16643503
1553,Cali,2025-04-05,20925263
1554,Barranquilla,2025-04-05,10795692
1555,Cartagena,2025-04-05,40292111
1556,Bucaramanga,2025-04-05,36294179
1557,Pereira,2025-04-05,36396108
1558,Manizales,2025-04-05,20420304
1559,Santa Marta,2025-04-05,16349662
1560,Cúcuta,2025-04-05,41814546
1561,Bogotá,2025-04-06,19697689
1562,Medellín,2025-04-06,5850010
1563,Cali,2025-04-06,6490455
1564,Barranquilla,2025-04-06,31485188
1565,Cartagena,2025-04-06,18721389
1566,Bucaramanga,2025-04-06,46619214
1567,Pereira,2025-04-06,11030210
1568,Manizales,2025-04-06,30455841
1569,Santa Marta,2025-04-06,19462023
1570,Cúcuta,2025-04-06,20917487
1571,Bogotá,2025-04-07,42007840
1572,Medellín,2025-04-07,20456595
1573,Cali,2025-04-07,22012955
1574,Barranquilla,2025-04-07,19057605
1575,Cartagena,2025-04-07,39287530
1576,Bucaramanga,2025-04-07,42395822
1577,Pereira,2025-04-07,33969473
1578,Manizales,2025-04-07,14185813
1579,Santa Marta,2025-04-07,22023612
1580,Cúcuta,2025-04-07,16481980
1581,Bogotá,2025-04-08,48559938
1582,Medellín,2025-04-08,15910655
1583,Cali,2025-04-08,29055923
1584,Barranquilla,2025-04-08,23077913
1585,Cartagena,2025-04-08,6195747
1586,Bucaramanga,2025-04-08,31819542
1587,Pereira,2025-04-08,18412227
1588,Manizales,2025-04-08,14576982
1589,Santa Marta,2025-04-08,34619123
1590,Cúcuta,2025-04-08,26590806
1591,Bogotá,2025-04-09,34076818
1592,Medellín,2025-04-09,42190289
1593,Cali,2025-04-09,40853925
1594,Barranquilla,2025-04-09,13028307
1595,Cartagena,2025-04-09,40031600
1596,Bucaramanga,2025-04-09,45023933
1597,Pereira,2025-04-09,38846959
1598,Manizales,2025-04-09,36634434
1599,Santa Marta,2025-04-09,12979276
1600,Cúcuta,2025-04-09,15639997
1601,Bogotá,2025-04-10,38801943
1602,Medellín,2025-04-10,18259306
1603,Cali,2025-04-10,41077425
1604,Barranquilla,2025-04-10,33421684
1605,Cartagena,2025-04-10,25552550
1606,Bucaramanga,2025-04-10,7715140
1607,Pereira,2025-04-10,23189222
1608,Manizales,2025-04-10,22342475
1609,Santa Marta,2025-04-10,37958011
1610,Cúcuta,2025-04-10,40550979
1611,Bogotá,2025-04-11,49410376
1612,Medellín,2025-04-11,26227111
1613,Cali,2025-04-11,24805321
1614,Barranquilla,2025-04-11,35969186
1615,Cartagena,2025-04-11,16880442
1616,Bucaramanga,2025-04-11,19069273
1617,Pereira,2025-04-11,35049134
1618,Manizales,2025-04-11,19557522
1619,Santa Marta,2025-04-11,11129328
1620,Cúcuta,2025-04-11,36392386
1621,Bogotá,2025-04-12,28828557
1622,Medellín,2025-04-12,48185028
1623,Cali,2025-04-12,43127422
1624,Barranquilla,2025-04-12,18080758
1625,Cartagena,2025-04-12,34246030
1626,Bucaramanga,2025-04-12,18407706
1627,Pereira,2025-04-12,9514473
1628,Manizales,2025-04-12,20726164
1629,Santa Marta,2025-04-12,7396730
1630,Cúcuta,2025-04-12,20398654
1631,Bogotá,2025-04-13,16835995
1632,Medellín,2025-04-13,17629295
1633,Cali,2025-04-13,44418219
1634,Barranquilla,2025-04-13,8910963
1635,Cartagena,2025-04-13,36613223
1636,Bucaramanga,2025-04-13,11864912
1637,Pereira,2025-04-13,44332823
1638,Manizales,2025-04-13,15004881
1639,Santa Marta,2025-04-13,40157290
1640,Cúcuta,2025-04-13,37119284
1641,Bogotá,2025-04-14,26816450
1642,Medellín,2025-04-14,30872957
1643,Cali,2025-04-14,27004979
1644,Barranquilla,2025-04-14,38085857
1645,Cartagena,2025-04-14,7641543
1646,Bucaramanga,2025-04-14,41154081
1647,Pereira,2025-04-14,16437822
1648,Manizales,2025-04-14,11442286
1649,Santa Marta,2025-04-14,30990558
1650,Cúcuta,2025-04-14,8865998
1651,Bogotá,2025-04-15,37164391
1652,Medellín,2025-04-15,17770781
1653,Cali,2025-04-15,39196384
1654,Barranquilla,2025-04-15,35328917
1655,Cartagena,2025-04-15,24799380
1656,Bucaramanga,2025-04-15,21524230
1657,Pereira,2025-04-15,27596734
1658,Manizales,2025-04-15,11013570
1659,Santa Marta,2025-04-15,37454532
1660,Cúcuta,2025-04-15,19135014
1661,Bogotá,2025-04-16,25731729
1662,Medellín,2025-04-16,43286327
1663,Cali,2025-04-16,24687342
1664,Barranquilla,2025-04-16,43152993
1665,Cartagena,2025-04-16,46543549
1666,Bucaramanga,2025-04-16,20482657
1667,Pereira,2025-04-16,10874255
1668,Manizales,2025-04-16,38687524
1669,Santa Marta,2025-04-16,17436273
1670,Cúcuta,2025-04-16,28807950
1671,Bogotá,2025-04-17,26391614
1672,Medellín,2025-04-17,16294380
1673,Cali,2025-04-17,29073604
1674,Barranquilla,2025-04-17,26638586
1675,Cartagena,2025-04-17,19012907
1676,Bucaramanga,2025-04-17,20425196
1677,Pereira,2025-04-17,41161075
1678,Manizales,2025-04-17,22806385
1679,Santa Marta,2025-04-17,18401721
1680,Cúcuta,2025-04-17,5705020
1681,Bogotá,2025-04-18,23678969
1682,Medellín,2025-04-18,48724049
1683,Cali,2025-04-18,6666908
1684,Barranquilla,2025-04-18,33437666
1685,Cartagena,2025-04-18,15507895
1686,Bucaramanga,2025-04-18,36895115
1687,Pereira,2025-04-18,41306155
1688,Manizales,2025-04-18,13171133
1689,Santa Marta,2025-04-18,34971075
1690,Cúcuta,2025-04-18,7929971
1691,Bogotá,2025-04-19,6618673
1692,Medellín,2025-04-19,10443780
1693,Cali,2025-04-19,5730551
1694,Barranquilla,2025-04-19,44027765
1695,Cartagena,2025-04-19,11381425
1696,Bucaramanga,2025-04-19,46123799
1697,Pereira,2025-04-19,38735548
1698,Manizales,2025-04-19,48165138
1699,Santa Marta,2025-04-19,46200976
1700,Cúcuta,2025-04-19,44162275
1701,Bogotá,2025-04-20,17217894
1702,Medellín,2025-04-20,19805685
1703,Cali,2025-04-20,19354331
1704,Barranquilla,2025-04-20,36394807
1705,Cartagena,2025-04-20,34402339
1706,Bucaramanga,2025-04-20,11324813
1707,Pereira,2025-04-20,6246834
1708,Manizales,2025-04-20,41594223
1709,Santa Marta,2025-04-20,41932705
1710,Cúcuta,2025-04-20,46401597
1711,Bogotá,2025-04-21,44770772
1712,Medellín,2025-04-21,30779359
1713,Cali,2025-04-21,32826459
1714,Barranquilla,2025-04-21,6816217
1715,Cartagena,2025-04-21,16730065
1716,Bucaramanga,2025-04-21,11072669
1717,Pereira,2025-04-21,38626093
1718,Manizales,2025-04-21,20312584
1719,Santa Marta,2025-04-21,34403401
1720,Cúcuta,2025-04-21,47042629
1721,Bogotá,2025-04-22,27123642
1722,Medellín,2025-04-22,12711701
1723,Cali,2025-04-22,12587114
1724,Barranquilla,2025-04-22,36324543
1725,Cartagena,2025-04-22,39884361
1726,Bucaramanga,2025-04-22,46815576
1727,Pereira,2025-04-22,49173731
1728,Manizales,2025-04-22,26588284
1729,Santa Marta,2025-04-22,5446414
1730,Cúcuta,2025-04-22,37137902
1731,Bogotá,2025-04-23,45742313
1732,Medellín,2025-04-23,47544822
1733,Cali,2025-04-23,29486720
1734,Barranquilla,2025-04-23,18225713
1735,Cartagena,2025-04-23,17218664
1736,Bucaramanga,2025-04-23,48766186
1737,Pereira,2025-04-23,47102975
1738,Manizales,2025-04-23,20539974
1739,Santa Marta,2025-04-23,44400645
1740,Cúcuta,2025-04-23,39446234
1741,Bogotá,2025-04-24,8268163
1742,Medellín,2025-04-24,15697045
1743,Cali,2025-04-24,24145338
1744,Barranquilla,2025-04-24,23719807
1745,Cartagena,2025-04-24,12548060
1746,Bucaramanga,2025-04-24,29577093
1747,Pereira,2025-04-24,29578408
1748,Manizales,2025-04-24,49856493
1749,Santa Marta,2025-04-24,41781330
1750,Cúcuta,2025-04-24,30021716
1751,Bogotá,2025-04-25,5045144
1752,Medellín,2025-04-25,6859238
1753,Cali,2025-04-25,48889044
1754,Barranquilla,2025-04-25,17820757
1755,Cartagena,2025-04-25,9492860
1756,Bucaramanga,2025-04-25,43953124
1757,Pereira,2025-04-25,36953017
1758,Manizales,2025-04-25,17709587
1759,Santa Marta,2025-04-25,37948557
1760,Cúcuta,2025-04-25,5050859
1761,Bogotá,2025-04-26,40529240
1762,Medellín,2025-04-26,41041771
1763,Cali,2025-04-26,44609634
1764,Barranquilla,2025-04-26,47722680
1765,Cartagena,2025-04-26,6027038
1766,Bucaramanga,2025-04-26,33978497
1767,Pereira,2025-04-26,43758207
1768,Manizales,2025-04-26,6756882
1769,Santa Marta,2025-04-26,19967283
1770,Cúcuta,2025-04-26,29184795
1771,Bogotá,2025-04-27,42020200
1772,Medellín,2025-04-27,44152351
1773,Cali,2025-04-27,14083408
1774,Barranquilla,2025-04-27,11139129
1775,Cartagena,2025-04-27,6503313
1776,Bucaramanga,2025-04-27,8714710
1777,Pereira,2025-04-27,24578444
1778,Manizales,2025-04-27,31331260
1779,Santa Marta,2025-04-27,46754878
1780,Cúcuta,2025-04-27,24534430
1781,Bogotá,2025-04-28,36672997
1782,Medellín,2025-04-28,34862720
1783,Cali,2025-04-28,45773506
1784,Barranquilla,2025-04-28,15527261
1785,Cartagena,2025-04-28,48916611
1786,Bucaramanga,2025-04-28,29476563
1787,Pereira,2025-04-28,26763344
1788,Manizales,2025-04-28,29963720
1789,Santa Marta,2025-04-28,18002695
1790,Cúcuta,2025-04-28,15495020
1791,Bogotá,2025-04-29,41060165
1792,Medellín,2025-04-29,13830878
1793,Cali,2025-04-29,34411208
1794,Barranquilla,2025-04-29,22946050
1795,Cartagena,2025-04-29,18896354
1796,Bucaramanga,2025-04-29,32820477
1797,Pereira,2025-04-29,24963827
1798,Manizales,2025-04-29,24193945
1799,Santa Marta,2025-04-29,38634793
1800,Cúcuta,2025-04-29,36693465
1801,Bogotá,2025-04-30,31414845
1802,Medellín,2025-04-30,21390216
1803,Cali,2025-04-30,12679918
1804,Barranquilla,2025-04-30,16627217
1805,Cartagena,2025-04-30,32648374
1806,Bucaramanga,2025-04-30,7824788
1807,Pereira,2025-04-30,32349660
1808,Manizales,2025-04-30,37105442
1809,Santa Marta,2025-04-30,35686514
1810,Cúcuta,2025-04-30,5328929
1811,Bogotá,2025-05-01,36010760
1812,Medellín,2025-05-01,21523273
1813,Cali,2025-05-01,34477116
1814,Barranquilla,2025-05-01,27823251
1815,Cartagena,2025-05-01,17460406
1816,Bucaramanga,2025-05-01,17746624
1817,Pereira,2025-05-01,48703830
1818,Manizales,2025-05-01,42676960
1819,Santa Marta,2025-05-01,31339992
1820,Cúcuta,2025-05-01,27131199
1821,Bogotá,2025-05-02,35393642
1822,Medellín,2025-05-02,42347094
1823,Cali,2025-05-02,8053132
1824,Barranquilla,2025-05-02,47393780
1825,Cartagena,2025-05-02,6550603
1826,Bucaramanga,2025-05-02,16313026
1827,Pereira,2025-05-02,10017129
1828,Manizales,2025-05-02,10566930
1829,Santa Marta,2025-05-02,49720470
1830,Cúcuta,2025-05-02,42777586
1831,Bogotá,2025-05-03,29273199
1832,Medellín,2025-05-03,47335771
1833,Cali,2025-05-03,14967933
1834,Barranquilla,2025-05-03,21488990
1835,Cartagena,2025-05-03,39696185
1836,Bucaramanga,2025-05-03,17354224
1837,Pereira,2025-05-03,20730105
1838,Manizales,2025-05-03,6778674
1839,Santa Marta,2025-05-03,30017375
1840,Cúcuta,2025-05-03,38973165
1841,Bogotá,2025-05-04,16753868
1842,Medellín,2025-05-04,39107269
1843,Cali,2025-05-04,17423707
1844,Barranquilla,2025-05-04,6022572
1845,Cartagena,2025-05-04,38443734
1846,Bucaramanga,2025-05-04,23995100
1847,Pereira,2025-05-04,31823542
1848,Manizales,2025-05-04,13736766
1849,Santa Marta,2025-05-04,21393349
1850,Cúcuta,2025-05-04,32516144
1851,Bogotá,2025-05-05,16317197
1852,Medellín,2025-05-05,18752509
1853,Cali,2025-05-05,38448394
1854,Barranquilla,2025-05-05,20761488
1855,Cartagena,2025-05-05,23943729
1856,Bucaramanga,2025-05-05,40943652
1857,Pereira,2025-05-05,21104266
1858,Manizales,2025-05-05,45911680
1859,Santa Marta,2025-05-05,21665914
1860,Cúcuta,2025-05-05,14893660
1861,Bogotá,2025-05-06,43141345
1862,Medellín,2025-05-06,45479282
1863,Cali,2025-05-06,7104405
1864,Barranquilla,2025-05-06,29809441
1865,Cartagena,2025-05-06,49135549
1866,Bucaramanga,2025-05-06,43131487
1867,Pereira,2025-05-06,39223989
1868,Manizales,2025-05-06,9658199
1869,Santa Marta,2025-05-06,30025367
1870,Cúcuta,2025-05-06,23817791
1871,Bogotá,2025-05-07,45757019
1872,Medellín,2025-05-07,37997021
1873,Cali,2025-05-07,34920207
1874,Barranquilla,2025-05-07,13546760
1875,Cartagena,2025-05-07,14050383
1876,Bucaramanga,2025-05-07,36547534
1877,Pereira,2025-05-07,21690534
1878,Manizales,2025-05-07,42452236
1879,Santa Marta,2025-05-07,46209904
1880,Cúcuta,2025-05-07,12960872
1881,Bogotá,2025-05-08,47319578
1882,Medellín,2025-05-08,45733552
1883,Cali,2025-05-08,42241989
1884,Barranquilla,2025-05-08,48741615
1885,Cartagena,2025-05-08,38040715
1886,Bucaramanga,2025-05-08,45735511
1887,Pereira,2025-05-08,19832197
1888,Manizales,2025-05-08,48628726
1889,Santa Marta,2025-05-08,12951193
1890,Cúcuta,2025-05-08,47695529
1891,Bogotá,2025-05-09,5692170
1892,Medellín,2025-05-09,15408307
1893,Cali,2025-05-09,17616409
1894,Barranquilla,2025-05-09,42159265
1895,Cartagena,2025-05-09,26816768
1896,Bucaramanga,2025-05-09,14469800
1897,Pereira,2025-05-09,28598919
1898,Manizales,2025-05-09,26564800
1899,Santa Marta,2025-05-09,31249034
1900,Cúcuta,2025-05-09,41877733
1901,Bogotá,2025-05-10,13949038
1902,Medellín,2025-05-10,31160171
1903,Cali,2025-05-10,38661466
1904,Barranquilla,2025-05-10,47871469
1905,Cartagena,2025-05-10,6060131
1906,Bucaramanga,2025-05-10,45808887
1907,Pereira,2025-05-10,29958376
1908,Manizales,2025-05-10,41426354
1909,Santa Marta,2025-05-10,23507458
1910,Cúcuta,2025-05-10,42055857
1911,Bogotá,2025-05-11,37220106
1912,Medellín,2025-05-11,21505363
1913,Cali,2025-05-11,45541715
1914,Barranquilla,2025-05-11,10297866
1915,Cartagena,2025-05-11,42148759
1916,Bucaramanga,2025-05-11,18458578
1917,Pereira,2025-05-11,13211110
1918,Manizales,2025-05-11,32736741
1919,Santa Marta,2025-05-11,20564146
1920,Cúcuta,2025-05-11,9619947
1921,Bogotá,2025-05-12,45325771
1922,Medellín,2025-05-12,7630110
1923,Cali,2025-05-12,9423762
1924,Barranquilla,2025-05-12,20785786
1925,Cartagena,2025-05-12,40965792
1926,Bucaramanga,2025-05-12,29487931
1927,Pereira,2025-05-12,16469468
1928,Manizales,2025-05-12,25758490
1929,Santa Marta,2025-05-12,16096453
1930,Cúcuta,2025-05-12,47267821
1931,Bogotá,2025-05-13,31326965
1932,Medellín,2025-05-13,25478507
1933,Cali,2025-05-13,35005973
1934,Barranquilla,2025-05-13,32564769
1935,Cartagena,2025-05-13,18790743
1936,Bucaramanga,2025-05-13,37937964
1937,Pereira,2025-05-13,11125556
1938,Manizales,2025-05-13,30014785
1939,Santa Marta,2025-05-13,6836022
1940,Cúcuta,2025-05-13,9636522
1941,Bogotá,2025-05-14,41509832
1942,Medellín,2025-05-14,10573962
1943,Cali,2025-05-14,44690713
1944,Barranquilla,2025-05-14,26949565
1945,Cartagena,2025-05-14,35013802
1946,Bucaramanga,2025-05-14,10165378
1947,Pereira,2025-05-14,38825073
1948,Manizales,2025-05-14,35533498
1949,Santa Marta,2025-05-14,37003080
1950,Cúcuta,2025-05-14,41191711
1951,Bogotá,2025-05-15,45012795
1952,Medellín,2025-05-15,40435125
1953,Cali,2025-05-15,18018964
1954,Barranquilla,2025-05-15,7849329
1955,Cartagena,2025-05-15,43184706
1956,Bucaramanga,2025-05-15,45936027
1957,Pereira,2025-05-15,46586968
1958,Manizales,2025-05-15,18586281
1959,Santa Marta,2025-05-15,43381608
1960,Cúcuta,2025-05-15,43535985
1961,Bogotá,2025-05-16,39061343
1962,Medellín,2025-05-16,38675902
1963,Cali,2025-05-16,47730012
1964,Barranquilla,2025-05-16,12487439
1965,Cartagena,2025-05-16,41688302
1966,Bucaramanga,2025-05-16,8898218
1967,Pereira,2025-05-16,26502956
1968,Manizales,2025-05-16,23202863
1969,Santa Marta,2025-05-16,8965315
1970,Cúcuta,2025-05-16,22018065
1971,Bogotá,2025-05-17,42157818
1972,Medellín,2025-05-17,34183105
1973,Cali,2025-05-17,32840113
1974,Barranquilla,2025-05-17,42573952
1975,Cartagena,2025-05-17,18458211
1976,Bucaramanga,2025-05-17,18161502
1977,Pereira,2025-05-17,12270014
1978,Manizales,2025-05-17,40913159
1979,Santa Marta,2025-05-17,37172474
1980,Cúcuta,2025-05-17,28566420
1981,Bogotá,2025-05-18,16567804
1982,Medellín,2025-05-18,33312492
1983,Cali,2025-05-18,48022945
1984,Barranquilla,2025-05-18,36188922
1985,Cartagena,2025-05-18,40012348
1986,Bucaramanga,2025-05-18,45278810
1987,Pereira,2025-05-18,43834717
1988,Manizales,2025-05-18,40078320
1989,Santa Marta,2025-05-18,42921344
1990,Cúcuta,2025-05-18,21528825
1991,Bogotá,2025-05-19,24443131
1992,Medellín,2025-05-19,15259754
1993,Cali,2025-05-19,43278574
1994,Barranquilla,2025-05-19,25089402
1995,Cartagena,2025-05-19,21661196
1996,Bucaramanga,2025-05-19,19822209
1997,Pereira,2025-05-19,17516368
1998,Manizales,2025-05-19,37921191
1999,Santa Marta,2025-05-19,13037880
2000,Cúcuta,2025-05-19,31673943
2001,Bogotá,2025-05-20,11019649
2002,Medellín,2025-05-20,7717322
2003,Cali,2025-05-20,44472101
2004,Barranquilla,2025-05-20,32395331
2005,Cartagena,2025-05-20,13590529
2006,Bucaramanga,2025-05-20,36590870
2007,Pereira,2025-05-20,15615975
2008,Manizales,2025-05-20,9125366
2009,Santa Marta,2025-05-20,38153922
2010,Cúcuta,2025-05-20,48372955
2011,Bogotá,2025-05-21,10418282
2012,Medellín,2025-05-21,27081696
2013,Cali,2025-05-21,48554050
2014,Barranquilla,2025-05-21,15244437
2015,Cartagena,2025-05-21,36084524
2016,Bucaramanga,2025-05-21,37427014
2017,Pereira,2025-05-21,41426756
2018,Manizales,2025-05-21,39393488
2019,Santa Marta,2025-05-21,18724306
2020,Cúcuta,2025-05-21,29780586
2021,Bogotá,2025-05-22,11136607
2022,Medellín,2025-05-22,31124286
2023,Cali,2025-05-22,8702098
2024,Barranquilla,2025-05-22,19908762
2025,Cartagena,2025-05-22,9798037
2026,Bucaramanga,2025-05-22,47773378
2027,Pereira,2025-05-22,35347670
2028,Manizales,2025-05-22,9739252
2029,Santa Marta,2025-05-22,43535752
2030,Cúcuta,2025-05-22,10093183
2031,Bogotá,2025-05-23,49807581
2032,Medellín,2025-05-23,33435447
2033,Cali,2025-05-23,42938400
2034,Barranquilla,2025-05-23,30419314
2035,Cartagena,2025-05-23,18415443
2036,Bucaramanga,2025-05-23,30891847
2037,Pereira,2025-05-23,32386289
2038,Manizales,2025-05-23,20725325
2039,Santa Marta,2025-05-23,37871180
2040,Cúcuta,2025-05-23,13866147
2041,Bogotá,2025-05-24,48479638
2042,Medellín,2025-05-24,26691625
2043,Cali,2025-05-24,24381525
2044,Barranquilla,2025-05-24,48816590
2045,Cartagena,2025-05-24,7969852
2046,Bucaramanga,2025-05-24,47958299
2047,Pereira,2025-05-24,13071870
2048,Manizales,2025-05-24,12784443
2049,Santa Marta,2025-05-24,10578388
2050,Cúcuta,2025-05-24,21331154
2051,Bogotá,2025-05-25,27214990
2052,Medellín,2025-05-25,19392926
2053,Cali,2025-05-25,16165594
2054,Barranquilla,2025-05-25,8663978
2055,Cartagena,2025-05-25,8862541
2056,Bucaramanga,2025-05-25,35776388
2057,Pereira,2025-05-25,36104045
2058,Manizales,2025-05-25,32702605
2059,Santa Marta,2025-05-25,14766272
2060,Cúcuta,2025-05-25,39632463
2061,Bogotá,2025-05-26,37316993
2062,Medellín,2025-05-26,38653425
2063,Cali,2025-05-26,28483238
2064,Barranquilla,2025-05-26,33350570
2065,Cartagena,2025-05-26,40039850
2066,Bucaramanga,2025-05-26,25101976
2067,Pereira,2025-05-26,25251662
2068,Manizales,2025-05-26,21222520
2069,Santa Marta,2025-05-26,26291568
2070,Cúcuta,2025-05-26,32104363
2071,Bogotá,2025-05-27,15896608
2072,Medellín,2025-05-27,48480995
2073,Cali,2025-05-27,16397788
2074,Barranquilla,2025-05-27,47036646
2075,Cartagena,2025-05-27,18246925
2076,Bucaramanga,2025-05-27,36877558
2077,Pereira,2025-05-27,25750494
2078,Manizales,2025-05-27,23865522
2079,Santa Marta,2025-05-27,35637911
2080,Cúcuta,2025-05-27,24899285
2081,Bogotá,2025-05-28,23128996
2082,Medellín,2025-05-28,27078880
2083,Cali,2025-05-28,21029832
2084,Barranquilla,2025-05-28,16934427
2085,Cartagena,2025-05-28,15281809
2086,Bucaramanga,2025-05-28,21336962
2087,Pereira,2025-05-28,47387644
2088,Manizales,2025-05-28,22297515
2089,Santa Marta,2025-05-28,12821618
2090,Cúcuta,2025-05-28,21400845
2091,Bogotá,2025-05-29,18374639
2092,Medellín,2025-05-29,24855328
2093,Cali,2025-05-29,17388861
2094,Barranquilla,2025-05-29,35946140
2095,Cartagena,2025-05-29,19426813
2096,Bucaramanga,2025-05-29,42977496
2097,Pereira,2025-05-29,23545151
2098,Manizales,2025-05-29,14225136
2099,Santa Marta,2025-05-29,19813033
2100,Cúcuta,2025-05-29,36373437
2101,Bogotá,2025-05-30,45039323
2102,Medellín,2025-05-30,29127034
2103,Cali,2025-05-30,31419910
2104,Barranquilla,2025-05-30,14989154
2105,Cartagena,2025-05-30,24356622
2106,Bucaramanga,2025-05-30,8446469
2107,Pereira,2025-05-30,28621308
2108,Manizales,2025-05-30,16698963
2109,Santa Marta,2025-05-30,6612655
2110,Cúcuta,2025-05-30,32798371
2111,Bogotá,2025-05-31,16779269
2112,Medellín,2025-05-31,14323821
2113,Cali,2025-05-31,11392002
2114,Barranquilla,2025-05-31,9882932
2115,Cartagena,2025-05-31,5700486
2116,Bucaramanga,2025-05-31,15835054
2117,Pereira,2025-05-31,18723180
2118,Manizales,2025-05-31,9512103
2119,Santa Marta,2025-05-31,43462825
2120,Cúcuta,2025-05-31,16266505
2121,Bogotá,2025-06-01,17270477
2122,Medellín,2025-06-01,7268758
2123,Cali,2025-06-01,22395654
2124,Barranquilla,2025-06-01,30898589
2125,Cartagena,2025-06-01,16226610
2126,Bucaramanga,2025-06-01,33937939
2127,Pereira,2025-06-01,46274580
2128,Manizales,2025-06-01,24871748
2129,Santa Marta,2025-06-01,49169852
2130,Cúcuta,2025-06-01,45870234
2131,Bogotá,2025-06-02,47681751
2132,Medellín,2025-06-02,22845648
2133,Cali,2025-06-02,23439165
2134,Barranquilla,2025-06-02,39579797
2135,Cartagena,2025-06-02,39301416
2136,Bucaramanga,2025-06-02,37832017
2137,Pereira,2025-06-02,21202220
2138,Manizales,2025-06-02,13702543
2139,Santa Marta,2025-06-02,15832195
2140,Cúcuta,2025-06-02,44326960
2141,Bogotá,2025-06-03,19505369
2142,Medellín,2025-06-03,7132566
2143,Cali,2025-06-03,9284851
2144,Barranquilla,2025-06-03,14895080
2145,Cartagena,2025-06-03,5552735
2146,Bucaramanga,2025-06-03,9292870
